news_report_URL,news_report_platform,date_of_publication,author,news_report_headline,wire_service,no_of_subscribers,victim_name,date_of_death,age_of_death,race_of_victim,type_of_location,place_of_death_town,place_of_death_province,sexual_assault,mode_of_death_specific,mode_of_death_general,robbery,suspect_arrested,suspect_convicted,perpetrator_name,perpetrator_relationship_to_victim,multiple_murder,extreme_violence,intimate_femicide,notes
https://williams.biz/,"Brown, Brown and Johnson",2016-07-10,Chad Dunn,Station check send subject.,Group,39362,Kelsey Gomez,2005-01-02,66,Asian,Urban,East Kennethport,Eastern Cape,Yes,Poisoning,Shooting,No,Yes,No,James Diaz,Acquaintance,Yes,Yes,No,Side impact from chair. Why go stage language.
https://www.jackson-williams.com/,Novak-Stewart,2011-12-31,Tyrone Peters,Leg car area successful policy question standard.,LLC,9823,Renee Castillo,2011-01-31,47,Black,Suburban,West Madison,KwaZulu-Natal,No,Stabbing,Shooting,No,Yes,No,Brandon Santos,Partner,No,Yes,Yes,Activity whose cover conference building again.
https://www.morales.com/,Watson-Brown,2012-09-30,John Schultz,Laugh after beautiful.,and Sons,12936,Jo Rodriguez,2013-10-26,70,White,Rural,Mooreburgh,North West,No,Strangulation,Stabbing,No,Yes,Yes,Kristen Miller,Partner,No,No,No,Real garden others read.
https://www.rodriguez-lee.com/,Merritt-Ochoa,2015-07-17,Brian Pineda,Power arrive unit painting phone phone different.,Group,3651,Jon Barber,2008-01-11,84,Indian,Suburban,Scottport,KwaZulu-Natal,No,Strangulation,Shooting,Yes,No,No,Nancy Kim,Friend,No,No,No,Administration top teacher language.
http://www.simmons-castillo.com/,Myers Ltd,2014-06-15,Steven Turner,Entire agency kitchen direction man institution allow position.,Group,2159,Joseph Lane,2020-12-09,9,Asian,Suburban,North Austinbury,Western Cape,No,Poisoning,Other,No,No,Yes,Alan Love,Friend,No,No,No,Newspaper instead we only specific bed.
http://www.bailey.com/,"Peterson, Brown and Hensley",2020-10-19,Yolanda Ball,Free star the least color.,LLC,45595,Theresa Bender,2012-06-29,38,Black,Suburban,Port Julia,Gauteng,No,Stabbing,Stabbing,No,Yes,Yes,Julie Combs,Family,Yes,Yes,Yes,Safe challenge both worker.
https://www.martinez-hancock.com/,"Chan, Hernandez and Whitehead",2017-04-13,Joel Wilson,Window interest outside benefit address wait sister.,Ltd,18134,Gail Baldwin,2017-05-26,62,Black,Urban,Gonzalezstad,Gauteng,No,Gunshot,Beating,No,No,No,Emily Martin,Friend,Yes,No,Yes,Piece current unit wind hour water.
https://parker.com/,"Reed, Kirk and Lewis",2022-07-05,Denise Cole,Allow land sense similar officer indeed growth south.,and Sons,38753,Brandon Garcia,2002-03-10,68,White,Suburban,South Jenniferland,Limpopo,No,Gunshot,Shooting,Yes,Yes,Yes,Sharon Burke,Stranger,No,Yes,Yes,Daughter stay example.
https://mills.com/,Smith Inc,2011-03-04,Alan Davis,Property worker old rate action use wall.,Group,44460,Linda Williams,2019-05-07,49,Black,Urban,New Kristinland,Eastern Cape,Yes,Gunshot,Shooting,No,Yes,No,Stephanie Jackson,Partner,No,No,No,Yes hard give word population manage response.
https://www.simpson.com/,Vaughn LLC,2019-07-12,Gregory Wilson,Firm member eat heart hold.,Group,48522,James Harris,2012-01-19,85,White,Urban,Lake Paul,Free State,No,Gunshot,Stabbing,No,Yes,No,Robert Keller,Family,Yes,No,Yes,Responsibility save catch many.
http://www.hamilton.com/,Johnson and Sons,2023-07-30,Shelley Figueroa,Seat despite cell goal indeed fear marriage option.,and Sons,1531,Philip Austin,2009-10-11,48,Asian,Urban,North Daniellechester,Mpumalanga,Yes,Poisoning,Shooting,No,No,Yes,Rachel Dunn,Stranger,No,No,No,Cell from painting individual.
https://cervantes-little.com/,Hernandez-Smith,2010-03-26,Shannon Arellano,Around particularly investment game.,LLC,17896,Ann Jones,2006-04-11,14,Asian,Suburban,Robbinsville,KwaZulu-Natal,No,Poisoning,Other,Yes,Yes,No,Kathryn Sims,Stranger,Yes,Yes,Yes,Share from to want between.
http://andersen-baker.net/,"Stanton, Johnson and Mcconnell",2013-01-11,Kathleen Grant,Relate place now yeah director.,LLC,6991,Jenny Morgan,2022-01-19,22,Asian,Rural,Alyssaborough,KwaZulu-Natal,No,Poisoning,Beating,No,Yes,No,Mrs. Ashley Jackson MD,Friend,No,Yes,Yes,Effort where large seat.
https://stanley.net/,Chavez and Sons,2016-12-05,Marcus Fowler,No low meeting north.,Group,38976,Nicholas Green,2014-02-08,94,Black,Rural,New Sarahberg,Free State,Yes,Poisoning,Beating,No,No,No,Angela Hoffman,Stranger,Yes,Yes,Yes,Every information exist this word poor.
http://roach-castillo.com/,"Martin, Clark and Turner",2022-10-13,Jessica Smith,Full one glass than step yard.,PLC,48228,John Hensley,2014-06-10,30,Coloured,Suburban,Keithtown,North West,Yes,Strangulation,Other,No,Yes,Yes,Donna Dean,Acquaintance,Yes,No,Yes,Spring boy effect history send might everybody.
https://www.acosta.net/,Byrd and Sons,2016-04-27,Meghan Rivera,Moment anyone fish impact water.,Ltd,42330,Todd Watson PhD,2021-07-19,28,Coloured,Urban,Blevinsmouth,Western Cape,Yes,Blunt force trauma,Beating,No,Yes,No,Pamela Ward,Family,No,No,No,Remember ago guess century wide line seek sell.
https://sherman.com/,Anderson-Collier,2016-08-16,Ian Curtis,Decide now recently nice.,Group,8007,Kelly Klein,2005-11-02,93,Indian,Rural,New Courtney,Eastern Cape,No,Poisoning,Beating,No,No,Yes,Brendan Pruitt,Acquaintance,No,No,No,Level program program make safe.
https://carpenter.info/,"Sexton, Guerra and Rodriguez",2017-01-28,Chloe Ramirez,Market yet north participant home.,Ltd,13944,Robert Jackson,2022-04-23,71,Asian,Urban,Port Anthonystad,Eastern Cape,No,Blunt force trauma,Beating,Yes,No,Yes,Jennifer Hanson,Family,Yes,No,Yes,Line community writer successful director.
http://webb-kidd.com/,"Dodson, Morales and Doyle",2022-01-29,Kristy Morris,Policy garden themselves affect.,Inc,26487,Jessica Jones,2000-01-28,66,Asian,Urban,Port Paulton,Northern Cape,Yes,Stabbing,Shooting,Yes,No,Yes,Angela Richards,Unknown,No,Yes,No,Value range clear partner industry.
https://johnson.com/,"Hill, Alvarez and Christian",2014-08-05,Susan Owen,Card example issue.,and Sons,21793,James Case,2016-03-18,21,Asian,Suburban,Greenestad,Western Cape,Yes,Blunt force trauma,Stabbing,No,No,Yes,Emma Allen,Stranger,Yes,No,Yes,Wear any culture.
https://gray.com/,Gordon Group,2022-06-30,Jessica Fernandez,Claim much play improve majority fast.,and Sons,19783,Sarah Strickland,2001-03-18,23,Coloured,Rural,Angelaland,Mpumalanga,Yes,Stabbing,Shooting,Yes,No,Yes,Joshua Jimenez,Partner,No,Yes,No,Group heart edge.
http://clark.org/,"Welch, Davis and Carter",2014-08-21,Tiffany Zamora,Call clearly leader seem myself book.,PLC,48490,Kaylee Harris,2011-10-15,2,Asian,Urban,Lake Karinafort,KwaZulu-Natal,No,Strangulation,Other,No,Yes,No,Mitchell Garcia,Stranger,Yes,Yes,No,Popular my just several past resource point.
https://norman.com/,Gomez and Sons,2018-12-20,Derrick Harris,Conference job evening draw arm field son.,PLC,23947,Caitlin Hill,2020-04-23,26,Coloured,Urban,Montgomeryburgh,Gauteng,No,Stabbing,Other,No,No,Yes,Dr. Michael Dixon DDS,Stranger,No,Yes,Yes,Choice guess fire step.
https://butler-garcia.com/,Li LLC,2013-03-31,Ashley Gonzalez,West popular system article sometimes individual art.,Inc,9576,Jacob Brennan,2005-05-07,6,Indian,Suburban,Stephaniemouth,Free State,Yes,Strangulation,Shooting,No,Yes,Yes,Claudia Simpson,Family,Yes,Yes,No,Deep participant lay husband another.
http://www.davis.com/,Thomas-Bishop,2012-12-28,Robert Roberts,Economic skin within ball.,Ltd,17499,Lisa Nguyen,2018-07-27,67,Black,Rural,Johnsonmouth,Western Cape,Yes,Gunshot,Stabbing,Yes,No,Yes,Sheri Hogan,Family,Yes,No,No,Data interesting hair animal here remember clear.
https://miller.com/,Larsen Ltd,2020-08-07,Christopher Brock,Former receive blue fine husband possible or.,LLC,22581,Christopher Gonzalez,2012-06-13,26,Black,Urban,Brandistad,Limpopo,Yes,Poisoning,Beating,Yes,Yes,No,Steven Hayes,Family,Yes,Yes,No,Improve stand why class successful according.
https://ramsey.net/,Wagner Inc,2017-03-01,Connie Becker,Alone mean walk society vote.,PLC,42861,Tiffany Sanders,2007-04-19,72,White,Rural,East Kevinport,Mpumalanga,Yes,Strangulation,Shooting,Yes,Yes,Yes,David Harris,Family,Yes,No,Yes,View nice wait course.
https://nguyen.com/,"Carroll, Evans and Edwards",2018-07-23,Monica Sanders,Republican teacher rule state generation pattern hope.,and Sons,11294,Tamara Brown,2022-06-12,20,Coloured,Suburban,New Brian,Free State,No,Poisoning,Shooting,Yes,Yes,Yes,Melissa Russell,Stranger,Yes,No,No,Improve film happy thought my know dog.
https://www.smith-ferguson.biz/,Garner-Nunez,2019-10-16,John Norman,He argue population age fear president be.,Inc,31281,Keith Gross,2002-06-15,64,Black,Urban,New Heather,North West,Yes,Strangulation,Beating,No,Yes,No,Andrew Castillo,Friend,Yes,No,No,Above majority when along light within.
http://liu-horton.com/,"Bruce, Watson and Bryan",2014-12-16,Julia Hines,Edge cause tend contain decade agency everybody.,Group,49331,Charles Lopez,2013-11-27,37,Asian,Urban,Bowersmouth,Free State,Yes,Stabbing,Shooting,No,Yes,No,Philip Rojas,Partner,No,No,Yes,Admit real suffer Mr.
http://sullivan.com/,Kelley-Flowers,2017-09-20,Jessica Mills,Amount marriage try everything suffer another kitchen.,Group,24298,David Jones,2006-08-30,1,Black,Rural,Pruittfurt,Gauteng,No,Poisoning,Shooting,No,Yes,No,Michael Smith,Unknown,No,No,No,Town police center recently account low increase.
https://anderson-jones.biz/,Williams-Klein,2012-05-05,Daniel Stewart,Low responsibility agent build wrong yeah.,Ltd,28603,Jonathan Dougherty,2005-06-02,7,Asian,Suburban,New Peggychester,Western Cape,No,Strangulation,Other,No,No,Yes,Tammy Patrick,Family,Yes,No,No,Model form fact store. Mrs west single weight.
http://singleton-taylor.com/,Greene Group,2023-01-01,Cheryl Miller,Region eat together view direction outside beat leave.,and Sons,21492,Martha Roberson,2001-02-04,32,Black,Urban,Kellyfurt,Free State,No,Poisoning,Shooting,No,Yes,No,Kimberly Phillips,Unknown,No,Yes,Yes,True ten side.
https://www.burns.com/,Herrera-Kelly,2015-12-01,Justin Thomas,Cultural whom food Republican.,Inc,11803,Danny Holmes,2014-09-11,36,Indian,Urban,Tonyaton,Gauteng,Yes,Blunt force trauma,Shooting,Yes,No,Yes,Amy Gonzalez,Friend,Yes,Yes,Yes,Group pass respond like single who stop.
http://www.berger.com/,"Davis, Tucker and Wilson",2020-02-24,Craig Franklin,Kind must term through so son American.,Inc,3452,Emily Kim,2012-12-05,62,Indian,Urban,Marshallland,Free State,Yes,Gunshot,Other,No,No,Yes,Joyce Riley,Family,No,No,No,Statement able common possible place.
https://www.bryant.com/,Olson-Haley,2016-02-03,Jonathan Wheeler,Speech science strong seem per describe memory.,Ltd,9664,Bethany Parker,2003-01-24,28,Indian,Urban,West Jacobview,Free State,Yes,Blunt force trauma,Stabbing,Yes,No,Yes,Thomas Jordan,Unknown,Yes,No,No,Current alone wall you.
http://www.garcia.info/,"Mitchell, Palmer and Cook",2023-12-21,Jesse Hill,Tonight laugh there material increase newspaper about.,Group,7334,Frank Perry,2002-04-23,32,White,Suburban,North Judy,Northern Cape,Yes,Blunt force trauma,Beating,No,No,No,Mariah Howard,Family,No,Yes,Yes,Pull want tell.
https://miller.com/,"Frey, Dixon and Joseph",2012-03-18,Savannah Drake,News cost him possible court beautiful general.,and Sons,19906,Phillip Bradley,2020-09-15,29,White,Rural,Dorothychester,Northern Cape,Yes,Stabbing,Shooting,No,No,Yes,James Smith,Acquaintance,Yes,Yes,No,House air wife set other argue us.
http://walsh.com/,Mccormick-Miller,2017-07-06,Adam West,Every particularly of less soon program different.,Inc,12091,Kevin Thompson,2019-05-11,61,Black,Rural,West Brianna,Eastern Cape,Yes,Gunshot,Stabbing,Yes,Yes,No,Linda Crawford,Family,No,No,Yes,Organization organization room ago.
http://www.casey-miller.net/,"Kerr, Irwin and Ingram",2019-10-29,John Harris,Manage image alone second it interesting thing.,Inc,38505,Jeffrey Conway,2014-02-08,34,Black,Urban,North Jasonton,Northern Cape,Yes,Stabbing,Stabbing,Yes,No,Yes,Hannah Kane,Unknown,No,Yes,Yes,Own Republican movement bed number nor listen.
https://www.powell.com/,Sanchez-Miller,2018-10-07,Elizabeth Smith,Another see fund thing painting.,Inc,45749,Kathleen Bird,2016-12-05,11,Indian,Rural,Petersonside,Western Cape,Yes,Blunt force trauma,Beating,Yes,No,Yes,Charles Hess,Stranger,No,No,No,Social item under prevent she tell.
http://www.anderson.com/,Wilson Ltd,2016-06-20,Jill Guerrero,Fine yet improve sign fly great.,Group,40291,Crystal Wright,2017-03-16,41,Black,Urban,Alyssatown,Free State,No,Blunt force trauma,Other,Yes,Yes,Yes,Patrick King,Stranger,Yes,Yes,No,Who student who model conference send soon.
https://allen-harris.com/,Rubio LLC,2011-10-01,Denise Lawrence,Indeed nearly who term conference lose marriage son.,Ltd,4945,David Hobbs,2003-05-03,24,White,Urban,Rogersberg,Western Cape,No,Blunt force trauma,Beating,No,Yes,No,Nicole Harris,Partner,No,Yes,No,Hotel majority international.
https://www.newman.biz/,Walters Ltd,2020-11-19,Nicholas Smith,Go rather do mother actually democratic our.,Group,27441,Austin Harding,2023-06-17,28,Asian,Rural,West Carolyn,Mpumalanga,Yes,Strangulation,Other,No,Yes,Yes,Heather Peterson,Unknown,Yes,No,Yes,Suddenly civil safe response arrive.
https://www.williams-shaw.info/,Castaneda Inc,2015-07-21,Kathryn Briggs,Until serious represent though level me.,and Sons,47199,Nicholas Mcdowell,2007-05-27,77,Black,Urban,North Christina,KwaZulu-Natal,No,Blunt force trauma,Stabbing,No,Yes,No,Steven Strong,Friend,No,Yes,No,Operation before suggest enjoy.
https://moore.com/,Thompson-Huang,2017-03-03,Anne Weaver,Specific enter add policy leader.,PLC,35907,Debra Dyer,2006-03-13,53,White,Rural,South Yvetteburgh,Gauteng,Yes,Poisoning,Beating,Yes,No,No,Mark Santana,Stranger,No,Yes,Yes,Final outside foreign anything whatever.
http://www.willis-little.com/,Parker-Hester,2013-07-29,Ralph Ruiz,Campaign source total college.,Ltd,20208,Charles Lewis,2012-05-21,67,Black,Suburban,South Gary,KwaZulu-Natal,No,Poisoning,Other,Yes,No,No,Derrick Garcia,Stranger,Yes,No,No,Walk economic easy way attorney debate support.
https://www.salazar-mayer.com/,"Davila, Farley and Kline",2015-06-23,Leah Perez,Her executive nature great stage but myself.,Group,6584,Stephanie Bridges,2019-07-21,61,Coloured,Rural,Johnsborough,Limpopo,No,Gunshot,Other,Yes,No,No,Dana Ford,Friend,Yes,Yes,No,Word important activity whatever.
https://www.gray-gonzalez.com/,"Gomez, Shea and Roach",2022-10-24,Brittany Dillon,Current forward plan fight.,Inc,48520,Steven Campbell,2007-09-15,86,Coloured,Suburban,Port Nicholas,Northern Cape,No,Poisoning,Other,Yes,Yes,No,Timothy Ortega,Friend,Yes,Yes,No,Enjoy over nation picture operation third check.
https://dominguez.com/,Wilson-York,2020-08-28,Emily Wright,Imagine effort it million note nice.,LLC,14653,Mark Avila,2011-06-12,18,White,Suburban,Port Jonathan,Eastern Cape,No,Stabbing,Other,Yes,No,No,Michael Garner,Family,Yes,Yes,No,Computer former reveal hit term.
https://www.beard-hawkins.com/,Carter-Morgan,2022-06-12,Christopher Thomas,Hour pay pay grow bill bill.,and Sons,28434,Angela Small,2007-02-17,30,Black,Rural,Haysville,Mpumalanga,Yes,Strangulation,Other,No,Yes,Yes,Heather Williams,Family,No,Yes,Yes,Almost enter hand last charge five politics hair.
https://www.benson-smith.com/,Gibson Ltd,2014-10-18,Patricia Foster,Health across region.,LLC,8096,Paul Johnson,2015-09-02,69,Indian,Rural,West Gregory,Eastern Cape,No,Stabbing,Stabbing,Yes,Yes,Yes,Joseph Cox,Acquaintance,Yes,Yes,No,Answer protect wish president pay dream program.
https://burns-jackson.com/,"Burnett, Watkins and Santiago",2022-03-29,Jeffrey Garcia,Onto alone benefit note claim use skill.,Group,41503,Julia Matthews,2002-08-24,35,Indian,Rural,South Natalie,Eastern Cape,Yes,Gunshot,Beating,No,No,Yes,Jacqueline Lawrence,Stranger,No,No,No,During leave true painting.
http://sheppard.com/,Johnson Inc,2015-07-19,James Lawson,Space machine door discussion stage seem.,Group,45453,Andrew Chan,2006-12-23,37,Indian,Suburban,New Brenda,Gauteng,No,Poisoning,Other,Yes,No,Yes,Christopher Andersen,Partner,No,No,Yes,More poor teach address.
https://www.johnson-little.biz/,Jenkins-Peterson,2018-10-02,Laura Morris,Power energy red effort.,and Sons,41294,William Davis,2018-10-05,74,White,Urban,Lindsayland,Limpopo,Yes,Blunt force trauma,Other,No,Yes,Yes,Dawn Foster,Friend,Yes,Yes,No,Finish only test design wide here.
https://henry-cummings.org/,Hebert-Lawrence,2017-12-18,Colleen Mack,Draw within would game.,Ltd,38892,Ashley Abbott,2009-03-20,59,Black,Urban,Lake Tami,KwaZulu-Natal,Yes,Gunshot,Shooting,Yes,No,No,Jennifer Armstrong,Family,Yes,Yes,No,Speak back available Mrs manage data.
http://williams-martinez.com/,Smith-Donaldson,2020-11-11,Thomas Brown,I house pretty.,Inc,22409,Cynthia Moore,2002-07-02,88,Indian,Rural,Freemantown,North West,Yes,Blunt force trauma,Other,Yes,Yes,Yes,Marc Nichols,Partner,No,No,No,Born decade affect yard whose job.
http://www.fleming.com/,Howard-Shannon,2015-02-15,Todd Baker,Trial social job difficult.,and Sons,43891,Sandra White,2010-02-09,66,Indian,Suburban,Carolynburgh,Limpopo,Yes,Blunt force trauma,Shooting,No,No,No,Craig Joseph,Family,No,Yes,Yes,Attack necessary political unit bad keep skill.
https://www.mitchell.com/,"Baker, Howell and Richardson",2018-11-28,Martin Manning,Free leave quickly bad general short true.,PLC,1309,Raymond Chapman,2006-05-15,2,Black,Rural,Port Charles,KwaZulu-Natal,Yes,Blunt force trauma,Shooting,No,No,Yes,Julian Barnes,Stranger,No,Yes,Yes,Stage news military radio senior.
http://robinson.com/,Luna and Sons,2013-03-06,Madeline Cox,Thus plant final protect whatever.,LLC,31450,Michelle Collins,2008-07-21,22,Coloured,Urban,Bassfort,Limpopo,No,Stabbing,Stabbing,No,No,Yes,Monica Jacobs,Unknown,Yes,No,Yes,Travel customer development personal.
https://www.gonzalez.com/,Medina and Sons,2017-03-16,Stephen Schmidt,Particularly mind certainly hand local plan.,LLC,11668,Jacqueline Romero,2011-06-09,83,Black,Suburban,East Stevenchester,Eastern Cape,No,Gunshot,Shooting,Yes,No,Yes,Elaine Bond,Acquaintance,Yes,Yes,No,Recently north house yourself throw.
https://coleman.com/,Fox-Soto,2023-04-05,Taylor Swanson,Protect present month.,and Sons,36543,Jason Wu,2017-07-13,90,White,Rural,Lake Kariport,Limpopo,No,Blunt force trauma,Shooting,Yes,Yes,No,Lori Potter MD,Family,Yes,Yes,Yes,Visit coach traditional oil morning ask bill.
https://www.robinson-smith.biz/,Griffin Inc,2022-07-14,Michelle Thompson,Enough gas part appear.,LLC,43681,Monique Robinson,2012-09-10,28,White,Rural,Joshuaport,KwaZulu-Natal,Yes,Poisoning,Shooting,No,Yes,No,Mrs. Daisy Anderson PhD,Stranger,No,No,Yes,Else skin expect poor.
http://young-warren.info/,Taylor-Ballard,2019-03-09,Veronica Obrien,Free religious than ask tend just.,Inc,15406,Wayne Miller,2003-09-04,32,Coloured,Suburban,Andersonstad,Mpumalanga,Yes,Stabbing,Other,No,No,No,Gina Munoz,Family,No,Yes,No,Pass form month raise modern accept.
http://joseph-velasquez.com/,Weaver PLC,2022-04-03,Stephen Nguyen,Thought marriage service hope.,and Sons,18622,Sarah Garcia,2004-04-22,99,Coloured,Urban,Ferrellside,KwaZulu-Natal,No,Strangulation,Other,No,No,No,Laura Soto,Stranger,No,No,No,Million add former.
http://wang.com/,Rivera Inc,2015-08-30,Elizabeth Grant,Employee always those north view.,and Sons,39585,Laura Obrien,2020-03-14,19,Coloured,Urban,Dominguezbury,Free State,No,Gunshot,Stabbing,No,No,No,Teresa Washington,Family,Yes,No,Yes,Raise yourself sense agent consider establish.
http://www.valenzuela-clark.com/,"Hall, Thompson and Williams",2015-10-21,Cindy Robinson,Science myself policy be specific can future.,Ltd,29801,Sherry Guerra,2013-04-04,44,Black,Rural,West Colinstad,Mpumalanga,Yes,Strangulation,Other,Yes,No,No,Mrs. Angela Glass,Friend,Yes,No,Yes,Out take part trouble.
http://miller.org/,Ayala-Flowers,2022-09-09,Melissa Rosales DDS,Quality me five them data.,Inc,9107,Victor Ford,2010-07-09,62,Asian,Rural,East Craigside,North West,No,Gunshot,Beating,Yes,No,No,Julia Osborn,Acquaintance,Yes,Yes,No,These hot popular prevent.
http://gregory-duran.com/,Powell LLC,2014-09-08,Jeremy Swanson,Live energy mind push somebody art station.,LLC,15608,Kevin Richardson,2023-04-20,34,Coloured,Rural,Melissatown,Mpumalanga,No,Stabbing,Shooting,No,No,Yes,Jill Lawrence,Friend,Yes,No,Yes,Sing skill production forget. Party money today.
https://www.green.com/,"Wright, Cooley and Cooper",2010-11-06,Michael Woods,Knowledge building center ever hope Mr.,Inc,37546,Robert Watson,2014-07-24,62,Black,Urban,East Barbara,Limpopo,Yes,Poisoning,Beating,No,Yes,Yes,Trevor Cook,Friend,Yes,No,No,Care involve arrive kid identify current.
https://www.mooney.com/,"Berry, Guerra and Leach",2014-01-16,Kathleen Rogers,Less international energy so cause remember.,PLC,25715,Nicholas Maxwell,2008-10-24,47,White,Rural,North Gregoryborough,Limpopo,Yes,Gunshot,Other,Yes,Yes,No,Jonathan Hamilton,Friend,No,No,No,Also few what team save answer.
http://www.henderson-sanchez.org/,"Caldwell, Horton and Jones",2013-11-16,Cynthia Leonard,Beyond require much American soon town race.,PLC,49803,James Whitney,2008-01-05,87,White,Rural,East Davidtown,Limpopo,No,Strangulation,Stabbing,Yes,No,No,Crystal Little,Friend,No,Yes,No,Dark everything perhaps upon none.
https://whitehead.info/,Sawyer-Hall,2010-09-13,Mrs. Kimberly Williams,Rise tax show two lay speech partner pressure.,and Sons,49348,Juan Ellis,2008-03-24,64,Indian,Urban,East Codychester,Eastern Cape,No,Poisoning,Shooting,Yes,No,Yes,Phillip Brown,Unknown,No,No,Yes,Professor anyone type whole finally tough skin.
http://hughes-sanchez.org/,Duffy-Wagner,2019-01-12,Tyler Wallace,Rich listen majority capital particularly today.,Group,7309,Anthony Hutchinson,2015-03-19,80,Coloured,Rural,West Spencerton,North West,Yes,Poisoning,Beating,No,No,No,Terri Cherry,Unknown,Yes,No,No,Must finally peace deal above.
https://www.harris.com/,Jimenez Inc,2019-05-03,Tina Olson,International middle plan sound.,Inc,41634,Leonard Harrison,2012-09-18,10,Asian,Rural,Coreyshire,North West,Yes,Gunshot,Shooting,No,No,No,Bobby Johnson,Acquaintance,No,Yes,No,Past last push pass whatever reason.
http://www.brown-haynes.com/,"Moreno, Cox and Hernandez",2016-05-21,Heidi Wilkerson,When even he line.,and Sons,30482,Gary Greer,2007-10-29,46,Indian,Urban,Jessicaview,Gauteng,No,Stabbing,Shooting,No,No,No,Makayla Long,Friend,Yes,No,Yes,Receive number adult north second down.
https://willis.com/,Turner LLC,2021-02-28,Monica Barnes,Them city six see above my consider.,LLC,35116,Allison Dunn,2021-07-14,17,Black,Urban,Thomashaven,Gauteng,Yes,Blunt force trauma,Shooting,Yes,No,No,Kathy James,Acquaintance,Yes,Yes,Yes,Several fire director plan gas series.
https://www.camacho-cannon.com/,Alvarez-Ferguson,2017-06-28,Kevin Osborn,Authority door society measure however single enter lay.,Ltd,46951,Shannon Cox,2016-02-11,20,Black,Urban,Port Pamela,Mpumalanga,Yes,Strangulation,Shooting,Yes,Yes,No,George Williams,Stranger,No,No,Yes,Ask stuff guy key design.
https://www.contreras.com/,Roberts Ltd,2010-04-30,Roger Ray,Real spring perform house cost federal.,Ltd,9945,Miss Michele Abbott,2021-06-17,54,Indian,Rural,Ryanland,KwaZulu-Natal,No,Stabbing,Other,No,No,Yes,Angela Young,Partner,No,No,No,Herself commercial whether job.
http://rowe.com/,"Schaefer, Green and Miles",2021-11-06,Jason Benson,Difficult never executive according force.,Ltd,26543,Robert Kemp,2022-04-20,79,Coloured,Urban,Tateview,North West,Yes,Blunt force trauma,Other,No,No,No,Heather Gilbert,Family,Yes,No,Yes,Claim leg standard.
http://rosales.com/,Howell-Miller,2018-10-30,Benjamin Adams,Behavior town magazine bag manager others.,PLC,49646,Amy Taylor,2001-05-24,29,Indian,Suburban,Port David,Free State,No,Stabbing,Beating,No,No,Yes,Jason Duran,Acquaintance,No,No,Yes,Person increase return nothing field fly person.
https://lara-williams.org/,Kim PLC,2021-06-28,Megan Hale,Know yet mean stock grow course.,LLC,8187,Rebecca Gutierrez,2021-06-13,82,Coloured,Suburban,Jamesside,Limpopo,No,Blunt force trauma,Shooting,No,Yes,No,Zachary Robertson,Family,Yes,Yes,No,Edge together military why.
https://www.allen.com/,Mayo Ltd,2011-12-28,Mackenzie Jones,Last anything war.,PLC,46557,Barry Tapia,2001-12-16,10,White,Suburban,Port Jennifer,Limpopo,No,Stabbing,Beating,Yes,Yes,No,Melissa Kim,Friend,Yes,No,Yes,Continue place me check.
http://gomez.info/,"Hanson, Parker and Wade",2018-10-02,Linda Ray,Floor interesting member.,Inc,23871,Jose Lang,2013-02-24,57,Coloured,Rural,Lake Keithfurt,Free State,No,Blunt force trauma,Beating,Yes,No,Yes,Sandra Jones,Unknown,No,No,Yes,Important short natural school.
https://schneider.biz/,Rodriguez-Lopez,2011-08-02,Andrew Barnes,Eight laugh professional either quite.,LLC,37188,Mrs. Shelby Love DDS,2006-10-20,36,Asian,Rural,Johnsonhaven,Limpopo,No,Gunshot,Stabbing,No,No,No,Danielle James,Acquaintance,No,Yes,No,Stock policy turn or institution maybe.
http://www.cain.info/,Vega-Rogers,2012-08-31,Douglas Taylor,Huge sort laugh manager can.,and Sons,35105,Kathleen Nelson,2000-04-21,54,Asian,Suburban,Lake Michael,Western Cape,No,Strangulation,Beating,Yes,Yes,No,Robert Clark,Partner,No,No,Yes,We particularly suffer call reason you when past.
http://atkinson.com/,Wilkins-Bailey,2011-06-26,Michael Warren,Race new manage season within.,Ltd,29564,Morgan Chapman,2014-01-02,28,Black,Rural,Jenniferview,Free State,No,Gunshot,Beating,No,Yes,Yes,Joseph Hernandez,Stranger,No,Yes,No,Ground gas artist machine source.
http://butler.org/,Conrad-George,2012-01-04,Terry Berry,Buy source establish activity media class later.,LLC,25111,Ryan Shaw,2016-06-24,11,Indian,Suburban,New Robert,North West,Yes,Poisoning,Shooting,No,Yes,Yes,James Strickland,Unknown,Yes,Yes,No,Amount lawyer message meet order.
https://allen.info/,Bailey-Beck,2010-12-03,Matthew Chavez,None language born positive meeting say.,and Sons,49824,Frank Ramirez,2019-06-06,43,Indian,Rural,West Heather,Limpopo,No,Blunt force trauma,Shooting,No,Yes,Yes,Ruben Hopkins,Partner,Yes,No,Yes,Reach attorney budget past find.
https://stewart.com/,Harris Inc,2019-03-02,Mark Wilson,In these group production.,PLC,20866,Amanda Hayes,2009-05-24,33,White,Suburban,North Ryanhaven,KwaZulu-Natal,No,Strangulation,Stabbing,Yes,No,No,Julia Mitchell,Family,No,No,No,Hand fly significant ever choice short someone.
